,GEOID,StateName,CountyName,TractName,ALAND,AWATER,N_Adders,IRA_ec,Brownfield,IRA_LIC_C1,IRA_LIC_TL,HUD_Count,IRA_LIC_AS,IRA_CEJST,Com_npv_map,NPV_com_na,NPV_com_st,NPV_com_m,PB_com_na,PB_com_m,Res_npv_map,NPV_res_na,NPV_res_st,NPV_res_m,PB_res_na,PB_res_m,Total_Pop,P_Hispanic,P_nh_Black,P_nh_White,P_nh_Asian,P_nh_Native,P_nh_Other,Median_inc,P_Poverty,P_OwnerOcc,SVI,GOV1_count,GOV1_kW_ca,GOV1_kWh_p,GOV2_count,GOV2_kW_ca,GOV2_kWh_p,EDU1_count,EDU1_kW_ca,EDU1_kWh_p,EDU2_count,EDU2_kW_ca,EDU2_kWh_p
221,9110524700, Connecticut, Capitol Planning Region,Census Tract 5247,1786340,0,1,0,1,100,0,1,0,100,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,3783,52.58,21.46,20.27,2.04,0,3.65,82531,16.7,63,84.8,5,6,7554,0,0,0,2,464,569454,0,0,0
222,9110524400, Connecticut, Capitol Planning Region,Census Tract 5244,2748770,0,1,0,1,100,0,3,100,100,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,3344,30.23,64.71,0.72,0.06,0.39,3.89,48539,16.5,35.4,86.9,49,2146,2632504,1,34,42580,5,646,792389,0,0,0
223,9110524600, Connecticut, Capitol Planning Region,Census Tract 5246,1284877,0,1,0,1,100,0,1,0,100,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,3129,23.07,56.79,6.52,3.42,0.26,9.94,39783,19.3,9.3,97.2,16,2464,3022364,0,0,0,4,767,941360,0,0,0
224,9150903101, Connecticut, Northeastern Connecticut Planning Region,Census Tract 9031.01,3637100,54688,1,0,1,100,0,2,0,0,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,3409,16.87,1.35,78.44,0,0,3.34,41632,15.3,45.9,59.3,35,555,681473,3,156,192017,5,421,516890,0,0,0
225,9150904102, Connecticut, Northeastern Connecticut Planning Region,Census Tract 9041.02,42221032,1093389,0,0,1,0,0,1,0,0,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,2092,1.72,0,88.1,4.02,0,6.17,87300,10.9,94.8,40.9,11,82,101766,3,41,50638,0,0,0,0,0,0
226,9150905101, Connecticut, Northeastern Connecticut Planning Region,Census Tract 9051.01,27110990,123376,0,0,1,0,0,2,0,0,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,4573,8.68,0,78.07,10.04,0,3.21,83407,6.3,83.4,39.8,16,249,305680,2,132,162105,1,1,1716,0,0,0
227,9180800502, Connecticut, Southeastern Connecticut Planning Region,Census Tract 8005.02,42427986,1124985,1,0,1,100,0,1,0,99.98,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,2901,11.86,0.72,86.35,0.07,0,1,79347,6.4,79.1,17.3,11,282,346028,1,48,59688,2,538,660833,0,0,0
228,9150903102, Connecticut, Northeastern Connecticut Planning Region,Census Tract 9031.02,5287459,70833,1,0,1,100,0,1,0,0,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,3632,23.62,0.85,71.06,0.99,0,3.47,70417,5.5,43.4,71.4,20,1087,1333158,2,220,270188,5,251,308930,0,0,0
229,9150901102, Connecticut, Northeastern Connecticut Planning Region,Census Tract 9011.02,112448002,1434941,0,0,1,0,0,1,0,0,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,4980,7.91,0,88.9,0,0,3.19,95592,4.8,86.5,5.8,24,501,614978,1,63,77483,4,1091,1338443,0,0,0
230,9150901101, Connecticut, Northeastern Connecticut Planning Region,Census Tract 9011.01,44717207,1635954,0,0,1,0,0,1,0,0,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,3263,17.13,0.28,82.16,0,0,0.43,104667,2.5,83.3,18.3,12,173,213344,1,22,27802,3,343,421513,0,0,0
231,9150904101, Connecticut, Northeastern Connecticut Planning Region,Census Tract 9041.01,52681111,1398669,0,0,1,0,0,1,0,0,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,4495,3.03,0.65,93.53,0,0,2.8,90425,5.2,80,32.5,35,1128,1384115,2,73,89882,1,1245,1527567,0,0,0
232,9180800501, Connecticut, Southeastern Connecticut Planning Region,Census Tract 8005.01,13626092,807244,1,0,1,100,0,1,0,100,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,3684,29.97,0.11,69,0.03,0,0.9,51986,16,59.6,79.4,7,20,24761,1,58,71229,5,623,764304,0,0,0
233,9150905102, Connecticut, Northeastern Connecticut Planning Region,Census Tract 9051.02,48343835,158624,1,0,1,100,0,1,0,0,Lower third,14,0,87.262,77,18.267,Upper third,94,4,6383.92,10,9.714,3829,5.14,2.3,89.66,0,0,2.9,86556,5.1,78.5,43,12,1057,1297187,1,20,24638,3,0,0,0,0,0
234,9170142700, Connecticut, South Central Connecticut Planning Region,Census Tract 1427,3177377,739944,1,0,1,100,0,1,100,100,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,6309,52.01,13.36,25.93,4.44,0,4.26,43103,32.8,31.6,90.5,37,674,827611,0,0,0,1,8,10338,0,0,0
235,9180714104, Connecticut, Southeastern Connecticut Planning Region,Census Tract 7141.04,46929919,1074385,0,0,1,0,0,1,0,0,Lower third,25,0,1105.953,44,13.2,Middle third,83,0,2099.579,14,11.835,5048,3.68,0.99,91.66,0.22,0,3.45,135859,2.8,84.9,6.4,4,791,970572,0,0,0,1,32,40091,0,0,0
236,9180870704, Connecticut, Southeastern Connecticut Planning Region,Census Tract 8707.04,6715928,12405021,0,0,1,0,0,1,0,0,Lower third,25,0,1105.953,44,13.2,Middle third,83,0,2099.579,14,11.835,4276,0.3,0.3,94.39,0.94,0,4.07,97356,4.3,75.2,16,21,923,1133107,2,114,140753,2,32,40189,0,0,0
237,9180870701, Connecticut, Southeastern Connecticut Planning Region,Census Tract 8707.01,6435668,597670,0,0,1,0,0,1,0,0,Lower third,25,0,1105.953,44,13.2,Middle third,83,0,2099.579,14,11.835,2134,3.33,0.98,82.8,10.12,0,2.76,104659,3.8,77.8,12.8,3,1,2195,0,0,0,1,1,1385,0,0,0
238,9180705102, Connecticut, Southeastern Connecticut Planning Region,Census Tract 7051.02,11011936,0,1,0,1,100,0,1,0,0,Lower third,25,0,1105.953,44,13.2,Middle third,83,0,2099.579,14,11.835,4131,3.46,2.47,82.4,2.13,0.73,8.81,79583,12.9,55.4,31.1,6,110,135811,5,633,777427,3,277,339737,0,0,0
239,9180705101, Connecticut, Southeastern Connecticut Planning Region,Census Tract 7051.01,15545496,4226447,0,0,1,0,0,1,0,0,Lower third,25,0,1105.953,44,13.2,Middle third,83,0,2099.579,14,11.835,4074,2.58,3.39,79.95,4.86,0,9.23,92684,2.9,78.1,28.9,2,12,15096,0,0,0,3,281,344949,0,0,0
240,9180870300, Connecticut, Southeastern Connecticut Planning Region,Census Tract 8703,3897500,1339406,1,0,1,100,0,2,0,99.99,Lower third,25,0,1105.953,44,13.2,Middle third,83,0,2099.579,14,11.835,6058,28.44,14.51,50.71,1.44,0,4.9,41082,31.4,17.3,84.1,18,951,1166809,1,26,32867,8,838,1027723,17,1860,2282060
241,9110529100, Connecticut, Capitol Planning Region,Census Tract 5291,37314555,766251,0,0,1,0,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,4851,4.84,1.3,88.97,1.34,0,3.55,114948,5.9,90.3,7,9,112,137602,0,0,0,7,932,1144206,0,0,0
242,9110530100, Connecticut, Capitol Planning Region,Census Tract 5301,2446479,142113,1,0,1,100,0,1,0,0.01,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,2206,9.88,1.63,86.67,0.41,0,1.41,76480,2.6,49.5,47.7,8,216,265797,1,24,29862,1,112,137540,0,0,0
243,9110524100, Connecticut, Capitol Planning Region,Census Tract 5241,60479198,444481,0,0,1,0,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,6134,12.39,1.89,80.36,4.81,0,0.55,134643,9,91.3,17.5,44,447,548482,2,72,88938,6,404,496557,0,0,0
244,9110530301, Connecticut, Capitol Planning Region,Census Tract 5303.01,4528721,0,1,0,1,100,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,4924,15.72,8.94,69.46,3.07,0.57,2.25,59674,13.1,50,58.3,16,464,569392,2,8,10338,4,1951,2393368,0,0,0
245,9110530302, Connecticut, Capitol Planning Region,Census Tract 5303.02,8165191,0,0,0,1,0,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,6282,7.2,2.98,74.58,13.2,0,2.05,102101,7.2,59.6,25,21,676,830260,3,264,324186,3,503,617247,0,0,0
246,9110530400, Connecticut, Capitol Planning Region,Census Tract 5304,4463197,19436,0,0,1,0,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,3916,10.7,7.1,66.68,11.82,0.33,3.37,74366,7.7,36.4,66.6,1,13,15943,0,0,0,1,741,909535,0,0,0
247,9110530500, Connecticut, Capitol Planning Region,Census Tract 5305,6408808,54521,0,0,1,0,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,3567,10.68,6.42,76.39,4.32,0,2.19,107147,8,92.3,44.3,8,357,438830,2,241,296212,2,363,446225,0,0,0
248,9110881100, Connecticut, Capitol Planning Region,Census Tract 8811,57881356,2261829,1,0,1,100,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,5489,4.46,1.46,87.23,3.01,0.42,3.43,102649,19.8,65.3,27.7,36,509,625083,0,0,0,4,238,292349,0,0,0
249,9110850200, Connecticut, Capitol Planning Region,Census Tract 8502,47562093,1697140,0,0,1,0,0,2,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,6239,5.51,0,89.66,3.21,0,1.62,100314,8.2,86.3,19,66,1289,1581356,3,55,68249,4,2422,2971383,0,0,0
250,9110420400, Connecticut, Capitol Planning Region,Census Tract 4204,5689449,45167,0,0,1,0,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,3141,4.49,0.86,85.93,8.72,0,0,98194,3.6,91.6,12.2,27,898,1102030,0,0,0,2,785,962932,0,0,0
251,9110514400, Connecticut, Capitol Planning Region,Census Tract 5144,2423902,23757,1,0,1,100,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,4767,19.43,17.62,58.21,0.31,0,4.43,70064,13,59.4,47.5,14,564,692106,1,63,77483,9,2604,3193864,0,0,0
252,9110514500, Connecticut, Capitol Planning Region,Census Tract 5145,2721630,0,1,0,1,100,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,4556,16.07,18.88,44.78,11.98,0,8.3,81524,9.4,60.8,61.8,11,4364,5352254,0,0,0,2,729,894609,0,0,0
253,9110514600, Connecticut, Capitol Planning Region,Census Tract 5146,2144936,0,1,0,1,100,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,5199,22.18,17.85,54.26,2.87,0,2.85,61028,29,36.6,76.4,7,480,588941,0,0,0,4,539,661152,0,0,0
254,9110514700, Connecticut, Capitol Planning Region,Census Tract 5147,1383464,0,1,0,1,100,0,1,0,99.97,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,5474,46.38,18.62,21.92,5.96,0,7.12,53521,13.9,10.2,83.8,31,1108,1359562,1,8,10473,6,1140,1398758,0,0,0
255,9110514800, Connecticut, Capitol Planning Region,Census Tract 5148,1377342,0,1,0,1,100,0,1,100,100,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,3459,30.27,30.1,34.66,4.97,0,0,55167,34.6,42.9,64.4,4,31,38815,0,0,0,1,32,39723,0,0,0
256,9110514900, Connecticut, Capitol Planning Region,Census Tract 5149,3546060,22405,0,0,1,0,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,3051,14.65,1.93,78.73,0,0,4.69,104063,3,95.5,14.6,8,535,656651,0,0,0,1,17,21584,0,0,0
257,9110515000, Connecticut, Capitol Planning Region,Census Tract 5150,5819653,103011,0,0,1,0,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,2933,8.76,4.6,73.64,9.55,0,3.44,125583,2.4,84.1,12.6,9,177,217134,0,0,0,1,176,216496,0,0,0
258,9110515200, Connecticut, Capitol Planning Region,Census Tract 5152,11431947,159903,0,0,1,0,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,3136,0.96,7.4,82.46,2.61,0,6.57,104886,4.3,81,13.5,15,534,655719,0,0,0,2,35,42960,0,0,0
259,9110500500, Connecticut, Capitol Planning Region,Census Tract 5005,282625,0,1,0,3,100,0,1,0,100,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,1383,31.81,21.76,21.98,18.87,0,5.57,44063,29.3,5.3,89.8,10,2393,2935682,2,883,1083450,2,181,222959,0,0,0
260,9110520201, Connecticut, Capitol Planning Region,Census Tract 5202.01,30630369,169127,0,0,1,0,0,1,0,0,Middle third,45,3,9661.516,63,15.317,Upper third,89,0,3823.465,11,10.327,3595,9.29,0.31,71.15,18.55,0,0.7,171131,2.6,97.5,5.1,63,1053,1291509,0,0,0,0,0,0,0,0,0
261,9110533103, Connecticut, Capitol Planning Region,Census Tract 5331.03,28150710,1422781,0,0,1,0,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,4412,6.96,0.16,86.4,1.52,0,4.96,110395,10.2,89.5,21.6,40,299,367588,4,104,127729,5,542,664868,0,0,0
262,9110533104, Connecticut, Capitol Planning Region,Census Tract 5331.04,38175646,55804,0,0,1,0,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,4570,4.09,0.09,89.82,4.29,0,1.71,187520,1.4,96.1,0.7,64,97,119193,1,17,21793,1,0,0,0,0,0
263,9110535102, Connecticut, Capitol Planning Region,Census Tract 5351.02,25981033,1848,0,0,1,0,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,4183,7.05,0.02,88,0,0,4.92,99028,14.6,79.2,14.8,11,61,75828,0,0,0,3,306,375560,0,0,0
264,9110535101, Connecticut, Capitol Planning Region,Census Tract 5351.01,18977336,23779,0,0,1,0,0,1,0,0,Lower third,36,1,5097.789,71,16.383,Upper third,94,3,5605.424,11,10.25,5711,0.86,6.22,80.56,8.65,0.11,3.61,130881,1.9,56.6,10.6,26,1188,1457085,3,169,208291,5,873,1071137,0,0,0
265,9170184101, Connecticut, South Central Connecticut Planning Region,Census Tract 1841.01,3982632,162843,1,0,1,100,0,2,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,5318,7.28,3.85,83.47,4.19,0,1.2,72422,13.2,40.6,52.2,30,1742,2136535,2,239,294188,6,1635,2006071,0,0,0
266,9170167101, Connecticut, South Central Connecticut Planning Region,Census Tract 1671.01,12257993,247763,0,0,1,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,3707,3.83,5.15,83.25,6.91,0,0.86,123781,6.2,69,20.4,6,25,31187,0,0,0,5,1366,1675777,0,0,0
267,9170180101, Connecticut, South Central Connecticut Planning Region,Census Tract 1801.01,2729866,1078817,0,0,1,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,2235,13.74,0,85.15,1.12,0,0,83704,0.1,67,17.2,9,510,625635,0,0,0,1,347,426370,0,0,0
268,9140350101, Connecticut, Naugatuck Valley Planning Region,Census Tract 3501.01,1175805,0,1,0,8,100,0,10,100,99.84,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,4054,53.55,21.04,18.06,1.04,0,6.31,15229,53.8,4.2,99.1,42,5488,6731219,6,2658,3259820,10,1910,2342473,0,0,0
269,9170166003, Connecticut, South Central Connecticut Planning Region,Census Tract 1660.03,2235070,0,1,0,1,100,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,2093,17.53,35.21,43.53,0.96,0,2.77,58088,14.8,54.4,47.4,12,1159,1422256,3,354,434709,7,713,875563,0,0,0
270,9170142605, Connecticut, South Central Connecticut Planning Region,Census Tract 1426.05,963007,0,1,0,1,100,0,4,0,99.22,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,4136,35.01,32.08,30.46,0.29,0,2.15,24690,26.2,15.9,90.1,15,163,200761,1,15,18604,1,31,38091,0,0,0
271,9170175502, Connecticut, South Central Connecticut Planning Region,Census Tract 1755.02,8698031,206055,0,0,1,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,5117,0.57,2.79,90.56,1.41,0,4.67,85456,6.1,65.4,43,12,1351,1657688,2,978,1200056,3,1297,1590947,0,0,0
272,9170180102, Connecticut, South Central Connecticut Planning Region,Census Tract 1801.02,3276559,1155215,1,0,1,100,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,4938,8.4,2.13,84.02,1.92,0,3.52,84441,5.7,85.1,60.4,19,269,330453,1,32,39870,2,357,438756,0,0,0
273,9140130202, Connecticut, Naugatuck Valley Planning Region,Census Tract 1302.02,8032026,177924,0,0,2,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,3966,10.89,3.88,78.24,3.58,0.78,2.62,111935,5.4,77,25.4,44,663,814084,1,430,528455,3,469,575267,0,0,0
274,9170140102, Connecticut, South Central Connecticut Planning Region,Census Tract 1401.02,506661,0,1,0,4,100,0,1,0,2.36,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,2729,19.2,23.85,38.77,13.26,0,4.91,74286,33.6,3.4,55.8,28,3975,4874952,5,1755,2152883,3,216,265846,0,0,0
275,9170141301, Connecticut, South Central Connecticut Planning Region,Census Tract 1413.01,4021242,38905,1,0,1,100,0,5,0,10.87,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,7807,32.84,23.97,36.92,2.97,0,3.3,40425,38.3,15.4,88.7,77,2094,2569074,0,0,0,6,856,1050387,0,0,0
276,9170167102, Connecticut, South Central Connecticut Planning Region,Census Tract 1671.02,4211869,0,0,0,1,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,4300,6.91,0.51,84.16,4.12,0,4.3,181827,1.7,83.1,2.5,5,381,467932,0,0,0,3,123,151693,0,0,0
277,9170166004, Connecticut, South Central Connecticut Planning Region,Census Tract 1660.04,1879908,0,0,0,1,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,4950,7.31,19.92,59.31,9.41,0,4.04,99673,17.7,21.1,49.8,,,,,,,,,,,,
278,9170154102, Connecticut, South Central Connecticut Planning Region,Census Tract 1541.02,3915625,208070,1,0,1,100,0,1,0,100,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,5581,38.6,25.89,30.66,4.25,0.22,0.39,73912,11.1,60.3,78.2,8,5,6573,0,0,0,2,508,623121,0,0,0
279,9170171202, Connecticut, South Central Connecticut Planning Region,Census Tract 1712.02,7888634,106599,0,0,1,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,3079,14.75,1.23,77.07,4.42,0,2.53,65625,4.8,73.4,52.1,15,146,179250,0,0,0,1,69,85602,0,0,0
280,9170167301, Connecticut, South Central Connecticut Planning Region,Census Tract 1673.01,17344744,5776,0,0,1,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,7506,8.38,5.34,79.28,5.49,0,1.51,115764,13.6,92.7,35.2,26,793,972768,0,0,0,4,533,653941,0,0,0
281,9170175501, Connecticut, South Central Connecticut Planning Region,Census Tract 1755.01,5058955,0,0,0,1,0,0,1,0,0,Middle third,51,4,13815.777,53,13.983,Upper third,93,2,5420.8,10,9.374,1815,0,1.16,96.42,0,0,2.42,164958,1.2,100,3,5,42,51570,0,0,0,0,0,0,0,0,0
